split,sample,node_type,node_idx,true_b,true_h,pred_b_HGT,pred_h_HGT,pred_b_HAN,pred_h_HAN
external_test,sample_3,beam,193,10.0,10.0,35.947845458984375,28.886890411376957,35.26996612548828,28.574878692626957
external_test,sample_3,beam,194,10.0,10.0,35.976531982421875,28.875343322753903,35.072635650634766,28.53251266479492
external_test,sample_3,beam,195,10.0,10.0,36.02872085571289,28.876483917236328,35.18001174926758,28.72043228149414
external_test,sample_3,beam,196,10.0,10.0,35.86865997314453,28.903549194335938,34.61991500854492,28.985132217407227
external_test,sample_3,beam,197,10.0,10.0,35.874359130859375,28.89981842041016,34.259063720703125,28.609514236450195
external_test,sample_3,beam,198,10.0,10.0,35.89735412597656,28.891185760498047,34.085548400878906,28.403444290161133
external_test,sample_3,beam,199,10.0,10.0,35.92643356323242,28.884708404541016,34.120548248291016,28.391889572143555
external_test,sample_3,beam,200,10.0,10.0,35.94933319091797,28.87958526611328,34.12596130371094,28.37751007080078
external_test,sample_56,beam,253,10.0,10.0,36.64863967895508,29.27088928222656,39.35475158691406,34.79450988769531
external_test,sample_56,beam,254,10.0,10.0,36.89534759521485,29.22332763671875,37.10683441162109,31.53765296936035
external_test,sample_56,beam,255,10.0,10.0,37.0009994506836,29.232925415039062,34.614383697509766,28.427169799804688
external_test,sample_56,beam,256,10.0,10.0,37.09098815917969,29.24325942993164,32.63517761230469,26.68947029113769
external_test,sample_56,beam,257,10.0,10.0,37.05590057373047,29.21168708801269,31.4530029296875,25.70824432373047
external_test,sample_56,beam,258,10.0,10.0,37.016204833984375,29.181655883789062,30.9825439453125,25.37092018127441
external_test,sample_56,beam,259,10.0,10.0,36.95427703857422,29.140220642089844,30.818828582763672,25.29296493530273
external_test,sample_56,beam,260,10.0,10.0,37.13962173461914,29.455923080444336,40.595951080322266,36.0616569519043
external_test,sample_56,beam,261,10.0,10.0,37.361793518066406,29.33576011657715,38.61348342895508,32.91073989868164
external_test,sample_56,beam,262,10.0,10.0,37.382999420166016,29.275129318237305,35.850563049316406,29.645408630371094
